지적건명,지적내용
전임교원 임용 시 활용되는 연구실적물 인정기준 부적절,"청주교육대학교는 2022학년도 2학기 ◩ 전임교원 임용을 추진하면서 과 같이 A가 연구실적물로 제출한 ㄱㅋ 5권에 대해 형식과 내용이 논문 체제를 갖추고 있지 않아 연구실적물 요건을 충족하지 못하는데 ISBN (국제표준도서번호) 을 부여받아 통상적인 ‘책’에 해당한다는 판단에 따라 ‘저서’로 분류하고 연구 실적물 ①, ②에 대해 권당 단독저자 인정률 200%, 총 400%의 연구실적물로 인정 하여 해당 교수를 2022. 00.자로 조교수에서 부교수로 임용하였다. 2022학년도 2학기 ◩ 전임교원 임용 (조교수→부교수) 현황 승진임용 대상자 현황 연구실적 심사의뢰 내역 심사 현황 심화 성명 심사 신규임용 구분 연구 실적물 심사위원 승진임용 과정 (직급) 결과 (청주교대) (청주교대) (적격) 직위 이상의 자로 위촉하고 그 중 1인 이상은 타교에 위촉함을 원칙으로 하며, 승진임용 연구실적 심사평정은 각 편이 평균 “우”(4.0.) 이상이어야 한다. 청주교육대학교는 B 등 3명을 심사위원으로 위촉하여 연구실적물 심사위원회를 개최하였고, 심사위원들은 현장에서 평가하는 방식으로 연구실적 심사보고서를 작성하였다. 한편, 청주교육대학교는 A의 임용 연구실적물로 인정한 ① ㄱ , ② ㄴ 에 대해 조교수로 임용된 이후의 연구실적인지 여부는 당시 확인하지 않았던 것으로 보인다. A 연구실적물 세부 현황 연구실적물 ISBN 분류 연도 발표일자 출판사 페이지수 판매가격 관계기관 의견 및 검토결과 ① 관계기관 의견 청주교육대학교는 승진임용 등의 연구실적물을 인정할 때 규정에 따라 ‘저서’의 형식과 내용이 논문 체제를 갖추었는지에 대한 검토가 부족하였으나 연구실적물 심사위원회에서 심사의뢰서 ‘구분’에 해당 ㄱㅎ 을 ‘저서’로 제출하여 통과하였고, ｢ 청주교육대학교 교원임용 규정｣ 에는 ‘저서’에 대한 명확한 정의가 규정되어 있지 않아 ISBN을 부여받은 점을 고려하여 ‘저서’를 일반적인 ‘책’의 의미로 판단하였다고 답변하였다. 또한, ｢ 청주교육대학교 교수업적평가 규정｣ 에서는 전문저술인 ‘저서’와 ‘ ㄱㅌ (ㄱㅋ) ’을 각각 200점, 100점으로 분류 및 배점을 서로 다르게 규정하고 있어 발생하는 혼란인 것 같다고 하면서 청주교육대학교 교수의 연구실적물에 대한 일반적인 평가를 점수화하고 있는 기준은 ｢ 청주교육대학교 교수업적평가 규정｣ 이므로 논란이 발생하지 않도록 ｢ 청주교육대학교 교원임용 규정｣ 의 연구실적물 평가기준을 ｢ 청주교육대학교 교수업적평가 규정｣ 에 맞추어 정비하겠다고 답변하였다. 그리고, 연구실적물 대상기간 인정기준의 경우는 통상적으로 ‘게재일’, ‘발행일’, ‘발표일’로 하고 있으며, ㄱㅋ 는 발행되거나 발표하지 않으면 창작시기를 특정하기 어렵다는 의견을 제시하였다. ② 검토결과 청주교육대학교는 임용대상자가 제출한 연구실적물에 대해 ｢ 청주교육대학교 교원임용 규정｣ 에서 정하고 있는 바와 같이 1차적으로 연구실적물의 형식과 내용이 논문 체제를 갖춘 것인지 판단했었어야 했고, 이런 형식과 내용이 논문 체제를 갖추지 못한 ‘ ㄱㅋ ’를 ‘저서’로 인정할 것이 아니라, 실적이 있었다면 그 실적을 요구하여 평가하는 것이 더 타당했을 것으로 판단된다. 그러나 해당사항이 없었던 것으로 보인다. ｢ 청주교육대학교 교수업적평가 규정｣ 에 따르면 ‘저서 (국내 전문학술서, 200점) ’와 ‘ ㄱㅌ (ㄱㅋ , 100점) ’은 평가 배점의 차이가 크다. 이는 청주교육대학교가 소속 교수의 연구실적을 평가할 때 ‘저서’와 ‘ ㄱㅋ ’를 동일 수준의 연구실적물로 평가 하고 있지 않다는 것을 보여준다. 따라서, ｢ 청주교육대학교 교원임용 규정｣ 에 따라 ‘ ㄱㅋ ’를 ‘저서’로 평가하는 것은 교수 업적평가 기준 등에 비추어 볼 때 타당하지 않은 것으로 보인다. 인근 타 국립대학의 사례를 살펴본 바로도 임용 규정상 연구실적 평가기준은 업적평가 규정과 동일하게 규정하고 있음을 확인할 수 있었다. 또한 일부 국·사립 대학교의 ‘저서’를 인정하는 기준을 비교해 보더라도 최소 150페이지 이상의 분량을 요구하고 있는 점에 비추어 보면 수십 페이지 분량의 ‘ ㄱㅋ ’ 2권을 ‘저서’로 인정하여 각 200%, 총 400% 연구실적을 인정한 점은 ｢ 청주 교육대학교 교수업적평가 규정｣ 에서 국내 전문학술서 (200점) 와 출판된 ㄱㅋ (100점) 간 배점을 달리하고 있는 점을 고려하였을 때 타당하지 않은 것으로 판단된다. 한편, ○○ ◇에 상기 연구실적 분류와 인정기준에 대해 문의한 바에 따르면 대학 현장에서 이런 문제는 학문적 관행과 함께 계량화된 연구실적을 반영해야 하는 현실적인 한계에서 비롯되고 있고, 특히 ㄱㅍ 분야에서 많이 발생하고 있 다고 한다. 따라서, 위의 청주교육대학교 사례에서 부적정한 측면이 있다 하더라도 해당 연구자의 연구실적을 완전히 부정할 정도의 사안은 아닌 것으로 보이며 다만 이런 문제점을 최소화하기 위해 관련 규정을 명확하게 정비해서 운영해야 한다는 의견을 주었다. 조치할 사항 청주교육대학교 총장은 교원 임용 시 연구실적물 분류 등에 대한 규정 미비로 부적절해 보이는 연구실적물 인정 사례가 발생하지 않도록 관련 규정을 정비하여 운영하시기 바랍니다. (통보) (△△) (교육공무원 임용 규정 제21조) (▽▽) 150페이지 이상으로 ISBN에 등록되고, 해당 교원이 저(작)자로 표기된 것에 한하여 인정(교원 업적평가지침 별표 2) (◁◁) ISBN이 수록된 출판물로, 전공분야 국내외 전문학술저서 200쪽 이상의 분량과 다수의 인용주를 갖출 것 (교수업적평가 시행세칙 제5조 제2항)"
조교(교육공무원)채용 관계 공무원 직무관련자 미신고 부적정,"청주교육대학교 E는 ‘2022년 ♤ 조교’를 채용하면서 2021. 면접일까지 ♤에서 함께 근무 (E가 직상급 보직자) 하고 있어 직연 또는 채용동기 등 지속적인 친분 관계가 있는 F가 지원자 에 포함되어 있는데도 총장에게 이 사실을 서면으로 신고하지 않고 서류심사 및 면접심사 위원으로 참여· 평가하였다. 또한, 청주교육대학교 ♧는 위 ‘2022년 ♤ 조교’를 채용하는 과정에서 지원자와 서류·면접심사 위원 간 직연 또는 채용동기 등 지속적인 친분 관계가 있는 경우 사적 이해관계 신고 등 의무가 있음을 사전 안내 또는 교육하지 않았고, 서류심사 및 면접심사에서 위 E를 위원에서 제척하지 않고 참여하게 하였다. 관계기관 의견 및 검토 결과 ① 관계기관 의견 청주교육대학교는 감사결과 지적사항을 수용하면서 ｢ 조교 임용 규정｣ 제5조 제3항 및 제4항에 따라 부서 (♤ 포함) 소속 조교의 경우 서류심사는 부서장이, 면접심사는 운영 (실행) 위원회 전원이 하도록 규정되어 있어 부서장으로서 ♤장이 당연직 심사위원으로 심사에 참여하였다고 답변하였다. 또한, 청주교육대학교 ♧는 ｢ 조교 임용 규정｣ 에 제척에 대한 사항이 없었기 때문에 심사위원에게 회피 안내를 하지 않았고, 당시 대학 내 회피·제척 제도가 일반화되어 있지 않았으며, 공무원 행동강령에 대한 체계적인 교육과 제도가 부족한 상황이었다고 하였다. 아울러, ♤장은 심사에 참여하라는 ♧의 요청을 받고 심사에 참여한 것으로, 지원자 중에 ♤ 소속 F가 있다는 것을 사전에 알지 못했고, 서류심사에 참여하여 심사 시작 후에 해당 사실을 알게 되었으며, ♧로부터 심사에서 회피해야 한다는 안내를 받지 못했다고 답변하였다. 나아가 ♤장은 해당 지원자와 사적인 이해관계가 전혀 없고, 채용으로 인해 얻을 이득이 없는 상황이었으므로, 심사과정에서 공정하게 업무를 수행하였다고 ② 검토 결과 청주교육대학교는 ｢ 조교 임용 규정｣ 에 따라 ♤장 (E) 이 당연직 심사위원으로 서류 및 면접심사에 참여하였다고 주장하나, 채용 업무와 관련해서는 대학 자체 ｢ 조교 임용 규정｣ 을 적용하기 전 ｢ 공무원 행동강령｣ 및 ｢ 공직자 행동강령 운영 지침｣ 등 상위 규정을 우선 검토 후 적용하여야 하는 바, 제척·기피·회피에 관한 사항이 상위 규정인 ｢ 공무원 행동강령｣ 제5조에 규정되어 있으므로 자체 ｢ 조교 임용 규정｣ 에 제척에 대한 사항이 없어 심사위원에게 회피 안내를 하지 않았다는 ♧의 주장은 받아들이기 어렵다. 한편, E는 감사 시 문답 (2024. 30.) 을 통해 채용 주관 부서 (♧) 로부터 제척· 기피·회피 등에 대해 안내받은 적이 없어 해당 내용을 몰랐다고 주장하였고, 대학 에서도 동일한 취지로 답변하고 있어 채용과 관련된 기관 차원의 체계적 교육 및 안내는 부족하였던 것으로 판단된다. 2.에도 ㅂ 채용 심사 위원으로 참여·평가한 경험이 있고, ‘♤장’이 ㅂ , 조교 등 채용과 관련된 심사 위원으로 참여·평가할 수 있는 보직임을 고려할 때 업무 수행 시 직위에 맞는 고도의 주의와 관련 법령의 숙지가 필요하였고, 규정을 알지 못했다는 사유가 규정에 맞지 않는 행정의 면책 사유가 될 수 없는 점은 처분 시 고려해야 할 사항으로 판단된다. 조치할 사항 청주교육대학교 총장은 ① 담당 부서 (♧) 로 하여금 채용 업무 관련 규정을 준수하도록 경고 조치하고, (기관경고) ② ｢ 공무원 행동강령｣ 등을 위반하여 조교 채용 시 소속기관의 장에게 “직무 관련자”임을 서면으로 신고하지 않고 심사위원으로 참여·평가한 ♤장 E에게 ③ 향후 유사 또는 동일 사례가 발생하지 않도록 ｢ 청주교육대학교 공무원 행동강령｣ , ｢ 조교 임용 규정｣ 을 포함한 관련 규정 정비 등 개선방안을 마련하여 시행하시기 바랍니다."
☆☆ 학교운영위원회 회의록 미작성 및 미공개,"☆☆는 과 같이 2023. 제152차 회의부터 2023. 제154차 회의까지 총 3회 학교운영위원회를 개최하였으나 회의록을 작성하지 않았고, 학교운영위원회 회의록 미작성 현황 연번 학교운영위원회 개최 날짜(차수) 주요 심의안건 1 2023.7.7.(제152차) -(안) 등 10건 2 2023.11.6.(제153차) -(안) 등 6건 3 2023.12.22.(제154차) -(안) 등 6건 자료: ☆☆ 제출자료 재구성 와 같이 2017학년도부터 2024학년도까지 총 41회 학교운영위원회를 개최한 후에는 회의록을 학교 홈페이지 등을 통해 공개하지 않았다. 학교운영위원회 회의록 미공개 현황 연도 회의록 미공개 횟수 주요 심의안건 2021학년도 6회 -(안) 등 47건 2022학년도 6회 -(안) 등 52건 2023학년도 5회 -(안) 등 46건 2024학년도 1회 -(안) 등 9건 자료: ☆☆ 제출자료 재구성 관계기관 의견 청주교육대학교는 감사결과 지적사항을 수용하면서 감사기간 동안 ☆☆ 학교운영위원회 회의록을 작성하여 학교 홈페이지에 공개하였고, 향후 학교운영 위원회 개최 시 기간 내에 회의록을 작성하여 공개하겠다고 답변하였다. 조치할 사항 청주교육대학교 총장은 ① 학교운영위원회 회의록 작성 및 공개를 소홀히 한 ☆☆에 경고 조치하고, (기관경고) ② 향후 학교운영위원회 회의록 작성 및 공개 여부를 정기적으로 점검하는 등 학교운영위원회 운영을 철저히 하시기 바랍니다."
교직원 4대 폭력 예방교육 미이수,"청주교육대학교 소속 교직원 138명은 와 같이 2021년부터 2023년 까지 4대 폭력 예방교육을 이수하지 않았다. 4대 폭력 예방교육 미이수 현황 연번 연도 대상 인원 이수 인원 미이수 인원 1 2021년도 254명 204명 50명 2 2022년도 281명 232명 49명 3 2023년도 291명 252명 39명 관계기관 의견 청주교육대학교는 감사결과 지적사항을 수용하면서 미이수자 중 약 80%가 강사로 학기별 임용 시 해당 내용에 대한 안내 및 홍보 누락 등의 이유로 교육을 이수하지 못하였지만, 향후 관련 부서 및 각 학과와 긴밀한 협조 및 적극적인 안내‧ 홍보를 통해 대학 구성원들이 교육에 참여하도록 개선하겠다고 답변하였다. 조치할 사항 청주교육대학교 총장은 ① 향후 소속 교직원이 ｢ 양성평등기본법 시행령｣ 제20조 등에 따른 4대 폭력 예방 교육을 미이수하는 일이 없도록 해당 업무 관리를 철저히 하고, (기관경고) ② ●가 4대 폭력 예방교육 이수율 제고 방안을 보완하여 시행하도록 조치하시기 바랍니다."
외부강의 시 복무 처리 등 부적정,"청주교육대학교 G는 과 같이 2022년 1월 5일부터 2024년 1월 12일까지 출장·연가·외출·조퇴 등의 복무 처리 없이 총 26건의 외부강의 등을 실시하였다. 특히, G는 2023년 7~10월 에 총 18회에 걸쳐 48시간의 외부강의 등을 하였다. G의 복무 미처리 외부강의 등 현황 강의 복무 외부강의 연번 기관 강의일 강의 내용/역할 시간 처리 신고 소계(8월) : 3회, 9시간 30분 강의 복무 외부강의 연번 기관 강의일 강의 내용/역할 시간 처리 신고 소계(10월) : 7회, 15시간 30분 대상은 아님) 또한, 청주교육대학교 H 등 3명은 와 같이 2021년 9월부터 2023년 6월 까지 겸직 허가는 받았으나 별도의 복무 처리 없이 타 대학에서 4개 과목을 학기 내내 정기적으로 강의하였다. 복무 미처리 출강 현황 출강 강의 출강 겸직 복무 연번 소속 직급 성명 시작일 종료일 비고 대학 과목 시간 허가 처리 매주 월 3시간 매주 금 4시간 (나머지 원격 혹은 실습) 매주 월, 목 - - 2021.9.1. 1시간 15분 ○ × (일부 주만 매주 화 3시간 아울러, 이번 종합감사 기간에 청주교육대학교 교직원의 외부강의 등 현황을 확인한 결과 1~2회의 외부강의 시 복무 처리 및 월 횟수 상한 관련 규정 등에 있어 아래와 같이 일부 미진한 부분이 확인되었다. 우선, K 등 6명은 과 같이 2021년 4월부터 2023년 12월까지 외부강의 신고는 하였으나 복무 처리 없이 1~2회의 외부강의 등을 하였다. 기타 복무 미처리 외부강의(1~2회) 등 현황 강의 복무 연번 소속 직급 성명 기관 강의일 강의 내용/역할 강의 시간 처리 또한, 청주교육대학교는 교육부나 다른 교육대학교가 와 같이 소속 교직원이 외부강의 등으로 인해 업무에 지장을 받지 않도록 관련 규정에 외부강의 등의 월 상한 횟수, 시간 등을 월 3회 또는 월 6시간으로 명시하여 규정하고 있는 것과 달리, ｢ 청주교육대학교 공무원 행동강령｣ 에 외부강의 등의 횟수 상한 등에 대한 조항을 마련하지 않았다. 타 기관 외부강의 등 월 횟수, 시간 상한 규정 현황 ․ 교육부: ｢ 교육부 공무원 행동강령 ｣ 제17조, 외부강의 등을 할 경우 월 3회 또는 월 6시간 초과 불가 ․ ■■: ｢ ■■ 교직원 행동강령 ｣ 제17조, 외부강의 등을 할 경우 월 3회 또는 월 6시간 초과 불가 ․ ▲▲: ｢ ▲▲ 공무원 행동강령 운영지침 ｣ 제26조, 외부강의 등을 할 경우 월 3회 또는 월 6시간 초과 불가 ․ ▶▶: ｢ ▶▶ 공무원 행동강령 ｣ 제15조의2, 외부강의 등을 할 경우 월 3회 또는 월 6시간 초과 불가 관계기관 의견 및 검토결과 ① 관계기관 의견 청주교육대학교는 감사결과 지적사항을 수용하면서 향후 출강 관련 겸직 허가 및 외부강의 신고서 접수 시 교원의 복무 처리 상황을 확인하여 동일한 사례가 발생하지 않도록 조치하겠다고 답변하였다. ② 검토결과 청주교육대학교는 복무 처리 없이 1~2회의 외부강의 등을 실시한 K 등 6명에 대해서는 기관 차원에서 향후 동일 사례가 발생하지 않도록 개선 방안을 마련 하는 등 자체 조치하는 것이 필요하다고 판단된다. 또한, 이번 종합감사에서 G가 4개월간 총 18회에 걸쳐 48시간의 외부강의 등을 실시하고 있는 것이 확인된 바, 청주교육대학교에서는 자체 ｢ 행동강령｣ 에 월 상한 횟수 등을 명시하여 소속 교직원이 외부강의 등으로 인해 업무에 지장 받는 일이 없도록 예방하는 것이 필요하다고 판단된다. 조치할 사항 청주교육대학교 총장은 ① 소속 교직원이 복무 처리 없이 외부강의 등을 하는 사례가 발생하지 않도록 관련 업무를 철저히 하고, (기관주의) ② 출장·연가·외출·조퇴 등의 복무 처리 없이 수차례 외부강의 등을 한 G에게는 경고 조치하며, (경고) ③ 겸직 허가는 받았으나 연가·외출·조퇴 등의 복무 처리 없이 타 대학에서 정기적 으로 강의한 H, I, J에게 주의 조치하고, (주의) ④ 향후 소속 교직원이 복무 처리 없이 외부강의 등을 하거나 과도한 외부강의 등으로 인하여 업무에 지장을 받는 사례가 발생하지 않도록 자체 ｢ 행동강령｣ 을 개정하는 등 개선 방안을 마련하여 시행하시기 바랍니다."
ㄱㅈ 사업 관리 소홀,"청주교육대학교는 2022~2023년 기간 동안 ㄱㅈ 사업을 추진하면서 총 11명의 교원을 선발하여 1인당 최대 2,500천 원 범위 내에서 연수비용 합계 26,939천 원을 지원하는 공무국외출장을 허가하였다. 이번 종합감사 기간 동안 교원 단기국외연수 현황을 확인한 결과, “청주교육대학교 2022~2024년 교원 공무국외출장 (단기국외연수) 현황”과 같이 11명 교원의 공무국외출장 모두 사전 협의된 공식 방문기관은 없었고, 연수 일정 대부분도 해외 유명 관광지 방문인 것으로 확인되었다. 또한, L은 미국 연수의 결과보고서를 총 15줄로 작성하면서 그 중 약 11줄을 위키백과사전 등에 게시되어 있는 내용을 그대로 발췌하여 보고서로 제출하였고, M은 일본 연수의 결과보고서를 총 5줄로 작성하면서 관광지 방문 지역을 단순 정리하여 보고서로 제출하였다. 그러나 청주교육대학교는 교원들이 신청한 공무국외출장 계획이 방문기관과 사전 협의도 되지 않았고 연수 일정 대부분이 관광지를 방문하는 것임에도 계획을 허가 하였으며, 제출된 결과보고서가 관광지 방문 지역을 단순 정리하거나 인터넷을 요약한 내용임에도 결과보고서를 점검하지 않고 승인 처리하는 등 별다른 조치를 하지 않고 있었다. 관계기관 의견 청주교육대학교는 감사결과 지적사항을 수용하면서 ㄱㅈ 사업의 공무국외출장 결과보고서 내용에 대한 검토를 하지 않아 부실 여부를 확인하지 못하였다고 답변하였다. 또한, ｢ 청주교육대학교 교원단기국외연수 지원 지침｣ 을 개정하여 관광성·외유성 연수가 되지 않도록 관리하겠다는 의견을 제시하였다. 조치할 사항 청주교육대학교 총장은 ① ｢ 국가공무원 복무·징계 관련 예규｣ 등 관련 규정에 따라 교원 단기국외연수 등 공무국외출장을 철저히 관리하고, (기관경고) ② ㄱㅈ 사업을 검토하여 사업목적에 맞는 운영 방안을 마련하여 시행하시기 바랍니다. (통보) 청주교육대학교 2022~2024년 교원 공무국외출장 (단기국외연수) 현황 공무국외 방문 지원 가족 출장계획서 방문 세부일정 연번 연도 학과명 성명 출장기간 출장 목적 예산 동행 제출일 국가 (공식 (천원) 여부* (허가일) 방문기관) 방문기관 방문기관 3 2023 - - - 크로아티아 - 2,500 × 방문기관 4 2023 - - - 이탈리아 - - 2,500 O 방문기관 방문기관 방문기관 방문기관 방문기관 방문기관 방문기관 방문기관 자료: 청주교육대학교 제출자료 재구성"
직원 학생지도비 지급 관련 실적 산정 및 점검 부적정,"청주교육대학교 N 등 직원 3명은 와 같이 학생 안전 지도 시간 내에 본인 차량을 입·출차 하였음에도 해당일의 지도 시간 중 1시간 미만의 시간당 학생 지도 실적을 제외하지 않는 등 실적 제외 시간을 반영하지 않고 인정 시간 전부를 실적으로 제출하였다. 학생지도영역(학생 안전 지도) 실적 및 차량 입·출차 내역 학생 안전 지도 시간 내 차량 학생 안전 지도 실적 제출 입·출차 기록 연 부서 실적 제외 부적정 번 (직급) 시간 수령액 시작 및 종료일시 입차일시 출차일시 2023.12.8.(금) 18:00 2023.12.8.(금) 1시간 2023.12.9.(토) 13:00 2023.12.9.(토) 1시간 2023.12.4.(월) 21:00 2023.12.4.(월) 2023.12.4.(월) 1시간 2023.12.6.(수) 18:00 2023.12.6.(수) 2시간 또한, 청주교육대학교는 직원들의 학생지도비 지급 실적에 대해 연가, 출장, 초과근무 등 복무와의 중복 여부는 점검하였으나, 직원들의 차량 입·출차 기록이 존재하였음에도 이를 학생 안전 지도 내역과 대조하여 실적인정 여부를 점검 하지는 않았다. 관계기관 등 의견 및 검토결과 ① 관계기관 의견 청주교육대학교는 감사결과 지적사항을 수용하면서 해당자들의 경우 지적된 사항이 일회적이고 미충족 시간이 1시간 미만인 직원이 대부분인 점을 감안하여 아니라 학생지도의 시작, 중간, 종료 시 안면인식 체크기로 확인 (시간, 이름, 사진 등이 기록됨) 하도록 개선 조치하였다고 답변하였다. ② 관련자 의견 관련자 3명은 와 같이 개인별 소명 사항을 제출하였다. 학생 지도 시간 내 출·입차 직원 개인별 소명 사항 성명 개인별 소명 사항 N ㅇ 2023.12.8.(금)에 개인 불찰로 출차 기록을 확인하지 못하여 제대로 신고하지 못하였음 ㅇ 2023.12.9.(토)의 경우 학생지도 시 마지막 시간대(5조, 15:40~16:50)의 학생지도가 예정 시간보다 다소 빨리 끝나 뒷정리 후 운영 담당자의 확인을 받고 귀가하였음 - 마지막 시간대의 33분은 운영부서의 판단에 따라 1시간 상당으로 인정할 만한 여지가 있다고 생각됨 ㅇ 2023.12.4.(월)의 경우 가족이 본인을 학교에 데려다 주고 가족이 출차를 하였음(집에서의 출발시간이 지체되었음) ㅇ 2023.12.6.(수)의 경우 급한 용무로 부득이 일찍 귀가하였음 ③ 검토결과 청주교육대학교의 ｢ 2023학년도 교연비 지급계획｣ 에 따르면 학생지도영역의 지표로 1시간당 2점 (1시간 미만 실적 불인정) 이라고 명시되어 있어, 시간당 실적을 미충족 할 경우에는 명백히 실적으로 인정할 수 없다고 판단된다. 관련자 중 실적 인정 여지가 있다는 O의 경우에도 이를 실적으로 인정할 만한 별도의 규정이 없는 바, 해당 소명 내용을 인정할 수 없다. 또한, 청주교육대학교는 교육부 특정감사 (2021년도) 에서 학생지도영역 실적 심사 등 부적정 등으로 구체적인 증빙을 갖춰 심사할 수 있도록 효율적인 관리 시스템 구축 등을 포함한 개선방안을 권고 받은 사실도 있으나, 이번 지적 건과 같이 차량 입·출차 기록을 활용한 점검에는 미흡한 부분이 있었다. 다만, 제출한 학생 지도 실적 부적정 건이 개인별로 1건에서 2건에 그치고 있고 이에 따른 부당 수령 금액이 소규모인 점, 2024학년도에는 학생지도 실적 시간의 정확한 확인을 위해 개선 조치를 시행한 점은 처분 시 고려할 필요가 있어 보인다. 조치할 사항 청주교육대학교 총장은 ① 실적 제외 시간을 포함하여 학생지도비 지급 실적을 제출한 N 등 3명에게 ② 부적정하게 지급된 학생지도비 합계 500,000원을 당사자들로부터 회수하여 관련 회계에 세입 조치하며, (시정) ③ 차량 입·출차 기록을 보존하여 자체점검에 활용하는 방안을 검토하고, 교육· 연구 및 학생지도비 지급계획과 관련 규정 등을 준수하여 학생지도비 지급 업무를 철저히 하시기 바랍니다. (통보) 심사를 할 수 있도록 권고"
맞춤형 복지점수 중 가족복지점수 오배정,"청주교육대학교는 와 같이 가족수당을 지급한 Q에게 첫째 자녀의 2021년도분 가족복지점수 50점을 미배정하는 등 2021년도부터 2023년도 까지 가족수당을 지급한 Q 등 교직원 10명의 부양가족 11명에 대한 가족복지점수 합계 1,150점 을 배정하지 않았다. 또한, 맞춤형 복지점수를 배정받지 않은 Q 등 교직원 10명에게 소급 배정할 수 있도록 검토하는 등의 조치를 하지 않았다. 가족점수 미배정 현황(2021~2023) (단위: 점, 천 원) 부양가족 현황 미배정 점수 연번 소속 직급(직위) 성명 가족수당 변동 내역 미배정 연도 (미배정액) 관계 대상자 1 - - Q 첫째 - 2021년(만19세, 2021.11월) 50 2021년 - - - 2022년(세대분리(2022.8월) 4 - - - 모 - 2022년(퇴직, 2022.6월) 50 2022년 부양가족 현황 미배정 점수 연번 소속 직급(직위) 성명 가족수당 변동 내역 미배정 연도 (미배정액) 관계 대상자 5 - - - 셋째 - 2022년(퇴직, 2022.2월) 400 6 - - - 첫째 - 2021년(만19세, 2021.9월) 50 2021년 7 - - - 첫째 - 2023년(만19세, 2023.1월) 50 2023년 2022년(혼인, 2022.1월), 8 - - - 배우자 - 100 2022년 9 - - - 배우자 - 2022년(혼인, 2021.7월) 100 2022년 2021년(만19세, 2021.3월/ 11 - - - 모 - 2022년(세대분리,2022.3월) 50 2022년 관계기관 의견 청주교육대학교는 일부 가족수당 지급대상의 변동 사항이 맞춤형 복지점수의 가족복지점수 배정 시 미반영된 경우가 있었으나, 2024년 가족복지점수 배정 시에는 가족수당 지급 대상에 맞게 배정하였고, 미배정된 맞춤형 복지점수에 대해서는 2025년 예산 상황을 고려하여 소급하여 추가 지급할 계획이라고 답변하였다. 아울러, 매년 초 맞춤형 복지점수 배정 시 현행화된 가족수당 지급 내역을 반영하여 적정한 점수를 배정하고, 미배정 내역이 발생하지 않도록 주기적으로 확인 후 조치하겠다는 의견을 제시하였다. 조치할 사항 청주교육대학교 총장은 미배정된 맞춤형 복지점수 1,150점을 관련자에게 배정하는 등 조치를 검토 하고, 향후 관련 규정 및 지침 등을 준수하여 맞춤형 복지점수를 적정하게 배정 할 수 있도록 방안을 마련하여 운영하시기 바랍니다."
