지적건명,지적내용
비전임교원 채용 관련 직무관련자 미신고," 전남대학교 A 등 3명은 학술연구교수·HK 연구교수 채용에서 (석)박사 논문을 지도하였거나 같은 과·연구소에서 강사·연구원으로 근무하여 학연·직연 등 지속적인 친분 관계가 있는 지원자가 포함되어 있는데도 ｢ 전남대학교 교직원 행동강령｣ 등을 위반하여 총장에게 그 사실을 서면으로 신고하지 않고 서류전형 또는 면접전형 심사위원으로 참여하였다. 구체적인 내용은 다음과 같다. 전남대학교 A는 ○소 학술연구교수 채용에서 대학원 석·박사 논문을 지도하고, 논문 공동저자 및 특허 공동 출원자로 참여하여 학연 등 지속적인 친분 관계가 있는 B가 지원자에 포함되어 있는데도 총장에게 해당 사실을 서면으로 신고하지 않고 서류전형과 면접전형 심사위원(장)으로 참여하였다. 전남대학교 C는 □센터 학술연구교수 채용에서 위탁 연구과제의 책임연구자와 연구원으로 같이 근무했으며, 논문 공동저자로 참여하여 직연 등 지속적인 친분 관계가 있는 지원자 D가 포함되어 있는데도 총장에게 해당 사실을 서면으로 신고 하지 않고 면접전형 심사위원으로 참여하였다. 전남대학교 E는 △원 HK연구교수 채용에서 대학원 박사 논문을 지도하였고, 5년간 전남대 강사로 근무하여 학연 등 지속적인 친분 관계가 있는 F가 지원자에 포함되어 있는데도 총장에게 해당 사실을 서면으로 신고하지 않고 서류전형과 면접전형 심사위원으로 참여하였다. 관계기관 등 의견 및 검토결과 ① 관계기관 의견 전남대학교는 감사결과 지적사항을 수용하면서 소속 연구원뿐만 아니라 ♤단 소속 연구소 등의 행정직원을 대상으로 한 업무설명회 (연 2회) 에서도 교직원 행동강령 관련 내용을 포함하여 교육하는 등 향후 공개채용 업무를 투명하고 효율성 있게 처리할 수 있도록 하겠다고 답변하였다. 전남대학교 ○소, □센터, △원은 ｢ 전남대학교 비전임교원 인사에 관한 규정｣ 의 채용 절차 및 기준에 따라 적법하게 비전임교원을 채용하고 있으나, ｢ 전남대학교 교 직원 행동강령｣ 에서 규정하는 직무관련자의 범위를 충분히 검토하지 못하여 A, C, E를 포함한 소속 교직원에게 신고 의무 등을 사전에 안내하지 못하였다고 답변하였다. ② 관련자 의견 A는 ｢ 전남대학교 교직원 행동강령｣ 을 정확하게 숙지하지 못한 채 학연으로 관계가 있는 직무관련자의 채용 심사위원으로 참여하게 되었다고 답변하였다. 다만, ○소에서 공개 채용한 5개 분야 중 화학해양학 분야 지원자는 B 1명이었던 점, 해당 분야 연구 과제 수행을 위해 급하게 채용을 진행해야 했기에 외부 심사 위원을 위촉하기 어려웠던 점 등을 감안해 줄 것을 요청하였다. C는 행동강령 및 관련 규정을 면밀히 숙지하지 못하여 총장에게 서면 신고하는 절차를 누락한 점에 대해 송구스럽게 생각한다고 답변하였다. 다만, 지원자가 D 1명이었던 점, 학술연구교수 채용 과정에서 공정성을 확보하기 위해 공개채용을 실시하고 서류‧ 면접 전형을 걸쳐 지원자를 평가한 점, 연구 인력의 이동 등으로 직무관련자 판단에 어려움이 있는 점 등을 감안해 줄 것을 요청하였다. E는 해당 지원자의 지도교수이자 직무관계자라고 생각하지 못하였다고 답변 하였다. 다만, 총 2명의 지원자 중 1명이 심사 요건을 충족하지 못하여 실질적인 지원자가 1명이었던 점, 심사 종료 후 심사위원 구성 문제 등으로 본인의 평가 점수가 지원자의 평가에서 배제된 점 등을 감안해 줄 것을 요청하였다. ③ 검토결과 A 등 3명이 지원자의 박사 또는 석‧ 박사 논문 지도교수이거나 동일 연구과제 책임연구원 등으로 지원자와 학연‧ 직연 관계가 있음에도 채용 관련 업무 수행 시 해당 내용을 소속기관의 장에게 서면으로 신고하지 않은 사실에는 변함이 없다. 다만, 전남대학교 ○소, □센터, △원이 ｢ 전남대학교 교직원 행동강령｣ 에서 규정하는 직무관련자의 범위를 충분히 검토하지 못하여 A 등 3명에게 신고 의무 등을 사전에 제대로 안내하지 못한 점, 실질적인 지원자가 1명으로 직무관련자 미신고로 인해 채용 과정에서 불이익을 받은 지원자가 없었던 점은 처분 시 고려할 사항으로 판단된다. 조치할 사항 전남대학교 총장은 ① ｢ 전남대학교 교직원 행동강령｣ 에 규정된 직무관련자 관련 내용 등을 안내하지 않는 등 채용 관련 업무를 소홀히 한 ○소, □센터, △원에 경고 조치하고, (기관경고) ② 향후 동일 사례가 발생하지 않도록 채용 업무와 관련하여 공정성과 투명성을 강화할 수 있는 방안 등을 마련하여 시행하시기 바랍니다."
조교 임용 면접심사 미실시 등 채용절차 부적절," 전남대학교 ▷원 등 3개 학부 (과) 에서는 2021. 3월까지 조교 23명을 채용하면서 학교 홈페이지 등에 모집 공고를 하지 않았고, 면접심사 절차없이 교수 본인 단독의 서류심사만 실시한 후 임용 내신하였다. 또한, G는 대학원 석사 논문을 지도하고 전공 교과목 강의 (3과목) 를 담당하여 학연 등 지속적인 친분관계가 있는 H를 조교로 추천한 후, ｢ 전남대학교 교직원 행동강령｣ 등을 위반하여 총장에게 직무관련자임을 서면으로 신고하지 않고 서류전형 심사위원으로 참여하였다. 관계기관 의견 및 검토결과 ① 관계기관 의견 전남대학교는 감사결과 지적사항을 수용하면서 조교의 경우 연구 및 교육활동 지원을 위해 학과(부)의 학문 이해도 등이 요구되나, 지원 인력 및 적격자를 확보 하는 것이 쉽지 않아 모집 공고 및 면접심사를 생략한 채 내부 추천을 통한 조교 임용을 진행하게 되었다고 답변하였다. 또한, G는 ㄱ 전공 대학원생을 조교로 임용함에 있어 학과에 대한 학문 이해도가 있는 인적 자원이기에 조교를 추천하였을 뿐 논문지도 학생에 대한 특혜를 주려는 의도는 없었다고 답변하였다. 아울러, 이번 감사에서 지적된 3개 학과뿐만 아니라 전체 학과에 대해 2025. 1.자 신규 임용 조교 내신 시 모집 공고 및 공개채용 절차 준수 여부 등을 확인 하였고, 동일 사례가 발생하지 않도록 하겠다는 의견을 제시하였다. ② 검토결과 전남대학교 ▷원 등 3개 학과에서는 조교 지원 인력 및 적격자를 확보하는 것이 쉽지 않아 모집공고 및 면접심사를 생략하고 내부추천을 통한 임용내신하였다고 하나, ｢ 전남대학교 조교 임용 규정｣ 등에 따른 채용 절차를 준수하지 않고 조교를 임용한 사실에는 변함이 없다. 또한, G는 논문지도 및 대학원 강의 수강 학생에 대한 조교 신규 채용 서류 전형 심사위원으로 참여한 사실에 대해서는 특혜를 주려는 의도는 없었다고 답변 하였으나, ｢ 전남대학교 교직원 행동강령｣ 에 학연 등 지속적인 친분관계가 있어 공정한 직무수행이 어렵다고 판단되는 자가 직무관련자인 경우 총장에게 해당 사실을 서면으로 신고하도록 되어 있으므로 이를 준수하여야 했다. 조치할 사항 전남대학교 총장은 ① ｢ 전남대학교 조교 임용 규정｣ 을 위반하여 조교 채용 절차를 소홀히 한 해당 학과 (▷원, ▽과, ◁과) 에 경고 조치하고, (기관경고) ② 조교 채용 과정에서 ｢ 공무원 행동강령｣ 및 ｢ 전남대학교 교직원 행동강령｣ 등을 위반한 G에게 경고 조치하며, (경고) ③ 향후 동일 사례가 발생하지 않도록 개선방안을 마련하여 시행하시기 바랍니다."
교원 징계 업무 처리 부적정," 전남대학교 (◘과) 는 2023. ◇으로부터 ｢ ㄴ 법 ｣ 위반으로 ‘기소유예’ 결정 통보받은 전남대학교 I에 대해 교육공무원 징계위원회에 징계 의결 요구 없이 2023. ‘○○’ 처분만 조치 (총장 결재) 하였고, 또한, 2021. ◇으로부터 ｢ ㄷ 법률 ｣ 위반으로 ‘기소유예’ 결정 통보받은 J에 대해서는 교육공무원 징계위원회에 징계 의결 요구 없이 2021. ‘□□’ 처분만 조치 (총장 결재) 하여 징계 시효 (3년) 가 도과되게 하였다. 관계기관 의견 및 검토결과 ① 관계기관 의견 전남대학교는 감사결과 지적사항을 수용하면서 ｢ 공무원 비위사건 처리규정｣ 에 대한 이해 부족으로 해당 절차가 진행되었으나, 징계 시효가 도과하지 않은 I에 대해서는 소속기관에 징계 의결요청 공문을 시행하였으며, 향후 이러한 사례가 발생하지 않도록 업무에 만전을 기하겠다고 답변하였다. ② 검토결과 전남대학교 (◘과) 가 ｢ 공무원 비위사건 처리규정 ｣ 등 관련 규정을 위반하여 징계 업무를 부적정하게 처리한 사실에는 변함이 없다. 다만, 징계 업무를 부적정하게 처리한 사안 2건 중 1건에 대해서는 징계 절차를 진행하고 있으며, 1건은 ‘□□’ 처분 조치한 점, 업무담당자인 K가 관련 업무를 소홀히 하여 징계 등 의결 요구권자 (총장) 등에게 구체적으로 보고하지 않은 점 등은 처분 시 고려할 사항으로 판단된다. 조치할 사항 전남대학교 총장은 ① ｢ 공무원 비위사건 처리규정｣ 등 관련 규정을 위반하여 교원 징계 업무 처리를 소홀히 하여 징계 시효가 도과되게 한 K에게 경고 조치하고, (경고) ② 향후 유사 또는 동일 사례가 발생하지 않도록 교직원 징계 업무 처리 관련 개선방안을 마련하여 시행하시기 바랍니다."
♡ 학술연구교수 임용 절차 부적정," 전남대학교 ♡는 박사후 연구원 채용에 단독 지원한 박사학위 수여 예정자인 L에 대해 면접전형을 실시하였으나, 채용계획 및 공고문과 달리 박사 후 연구원이 아닌 학술연구교수로 변경하여 ♤단에 학술연구교수 임용을 신청하였 으며, ♤단은 ♡의 채용계획 및 공고문 등에 대한 확인 없이 L을 학술연구교수로 임용하였다. 관한 사항은 ♤단 전결사항임. 관계기관 의견 및 검토결과 ① 관계기관 의견 전남대학교는 감사결과 지적사항을 수용하면서 ♡ 담당자의 업무 미숙 등으로 채용계획 및 공고문을 작성하면서 이전에 작성된 박사후 연구원 공고를 인용하는 과정에서 표기 오류 사항이 발생한 것이며, 고의적으로 업무 절차를 진행한 것이 아니라고 답변하였다. 또한, 채용 과정에서 문서 인용 등의 오기를 발견하고 면접위원들과 협의하여 관련 내용을 회의록에 기재하고 학술연구교수를 임용한 것이라고 주장하였다. 아울러, L은 ｢ 전남대학교 비전임교원 인사에 관한 규정｣ 등에 따른 학술연구 교수의 자격 기준을 충족하였으며, ♤단에서는 자체 인사검증을 강화하기 위해 연구원 채용 가이드라인을 마련하고 있다는 의견을 제시하였다. ② 검토결과 전남대학교는 채용계획 및 공고문을 작성하면서 오류가 발생한 것으로 면접 위원들과 협의를 하여 박사후 연구원을 학술연구교수로 임용한 것이라고 주장하나, 박사후 채용계획 및 공고문과 달리 L을 박사후 연구원이 아닌 학술연구교수로 임용한 사실에는 변함이 없다. 다만, 전남대학교 ♡ 채용 담당직원이 계약직 1명으로 근무기간이 짧아 법령 파악 등 업무가 미숙했었고 L의 계약기간이 1년이었다는 점은 처분 시 고려할 사항으로 판단된다. 조치할 사항 전남대학교 총장은 ① ｢ 전남대학교 비전임교원 인사에 관한 규정｣ 등 관련 규정을 위반하여 채용 업무를 소홀히 한 ♤단에 경고 조치하고, (기관경고) ② ｢ 전남대학교 비전임교원 인사에 관한 규정｣ 등 관련 규정을 위반하여 채용 업무를 소홀히 한 ♡장 M에게 경고 조치하며, (경고) ③ 향후 유사 또는 동일 사례가 발생하지 않도록 ♤단 채용업무 개선방안을 마련 하여 시행하시기 바랍니다."
♧과 전임교원 임용 관리 소홀," ☆ ● 연구원이 아닌 2024학년도 1학기 전남대학교 ♧과 전임교원 채용지원자 N은 2023. ☆ ● 논문집에 2023년 9월 동일 호에 단독저자로 논문 2편을 투고하였으나, ☆는 심사과정에서 이를 확인하지 않았다. 또한, 전남대학교 ♧과 재직 중이던 O는 N이 ☆ 논문집에 투고한 논문 2편 중 ’ ㄹ 연구‘ 심사위원으로 참여하고 ’수정 후 게재‘ 하도록 판정하여 2편은 그대로 논문집에 게재되었으며, 그 결과 N은 게재된 논문 2편을 ♧과 전임교원 채용을 위한 연구실적물로 전남대학교에 제출하였다. 한편, O는 2024학년도 1학기 전남대학교 ♧과 전임교원 채용 시 N이 지원한 채용과정별 심사위원(장)으로 참여하였으며, 특히, 본인이 ☆ ● 논문 심사위원으로서 심사한 N의 논문 (ㄹ 연구) 이 전남대 학교 ♧과 전임교원 채용 연구실적물과 동일함에도 채용심사에서 회피하거나 총장 에게 “직무관련자”임을 서면 (전자문서를 포함한다.) 으로 신고하는 등 별다른 조치 없이 전공심사위원회 위원장으로 참여하여 N에게 19점 (20점 만점) 을 부여하였고 N은 제출한 연구실적물 2편을 각각 150%씩 합계 300%로 인정받아 면접심사를 거쳐 신규 임용되었다. 관계기관 의견 및 검토결과 ① 관계기관 의견 <전남대학교> 전남대학교는 ☆의 학술지 논문심사는 학술지의 규정에 따라 심사자와 투고자 모두에게 무기명으로 진행되고 채용 전공심사 이전에 논문심사는 종료되었으므로 O는 ｢ 전남대학교 교직원 행동강령｣ 에 따르는 ‘직무관련자’라고 볼 수 없으며, 심사위원으로서의 제척사유에 해당하는 사항도 없어 회피를 신청하지 않았다고 또한, 학술지 논문의 게재와 관련된 사항은 전남대학교와 무관하게 각 학술 연구단체의 자체적인 기준을 통해서 진행하는 사항이라고 답변하였다. 다만, 향후 교원 채용시 ｢ 전남대학교 교원 인사에 관한 규정｣ 및 ｢ 전남대학교 교직원 행동강령｣ 등 공개채용과 관련된 사항에 대하여 교직원에게 교육과 심사위원에게 특수관계 회피 관련 주의사항 안내를 강화할 예정이며, 심사위원 스스로 특수관계를 회피하도록 특수관계 신청서를 지침에 명시하였다는 의견을 제시하였다. 단독저자가 동일 호에 2편 이상을 게재하는 경우는 매우 드문 상황으로 편집 과정에서 이를 제한하는 규정이 있음을 인지하지 못하고 발생되었으며, 향후 이와 같은 상황이 재발하지 않도록 조치하겠다고 답변하였다. ② 검토결과 전남대학교는 ♧과 전임교원 채용 전공심사 이전에 ☆의 논문집 게재를 위한 논문심사가 종료되었으므로 교수 O는 ‘직무관련자’가 아니며, ☆의 논문 게재는 전남 대학교와 무관하게 진행되는 것이라고 주장한다. , O가 2023. N이 ☆에 투고한 논문 심사위원으로 참여하고 다음 달인 2023. N이 전남대학교에 제출한 동일 논문을 포함한 연구실적물 등을 심사한 위원(장)으로 참여하였으므로 심사가 무기명으로 진행되더라도 O는 해당 논문이 N의 논문이라는 것을 알 수 있었을 것으로 보이며, 전남대학교의 채용 전공심사 이전에 ☆의 논문심사가 종료되었더라도 O는 심사위원(장)으로서 N의 채용시험과 관련되는 자로 N은 O의 심사에 의해 직접적으로 이익 또는 불이익을 받는 개인에 해당하므로 직무관련자로 판단된다. 아울러, O는 한 달 간격으로 N의 ☆ 논문 심사위원과 전남대학교 채용 심사 위원으로 참여하였음에도 이러한 사실을 전남대학교에 신고하거나 제척 및 회피 여부에 대해 별다른 조치를 하지 않은 사실에는 변함이 없다. 다만, 전남대학교에서 주장한 바와 같이 N의 논문 게재에 대해 ☆의 조치가 우선 이루어진 후, 전남대학교는 관련 규정에 따라 처리가 필요한 것으로 판단된다. 조치할 사항 전남대학교 총장은 ♧과 N과 관련된 ☆의 조치결과를 제출받아 관련 규정에 따라 조치하고, ｢ 전남 대학교 교직원 행동강령｣ 등 관련 규정과 달리 채용 업무를 소홀히 한 ♧과 O에 대해 관련 규정에 따라 적정하게 조치하며, 향후 유사 또는 동일 사례가 발생하지 않도록 교원 임용 업무 개선방안을 마련하여 시행하시기 바랍니다. (통보) <별도조치(통보)>"
교원의 겸직 미허가와 창업교수의 약정 기부 미이행,"교원의 겸직 허가 관련  전남대학교 P 등 11명은 과 같이 2020. 9월 감사일 현재까지 총장이나 소속 대학의 장의 허가 없이 타 기관의 직무를 겸하였다. 등, ④ 국가기관 및 지방자치단체가 운영하는 각종 위원회 위원의 직, ⑤ 국가기관 및 지방자치단체가 설립한 공익단체의 각종 위원회 위원의 직 미허가 겸직 현황 겸직 현황 대가 당연직 연번 소속 직급 성명 기관명 직책 겸직 시작일 겸직 종료일 여부 여부 1 교수 P ◥ - 2023.04.25 2025.04.24 무보수 X 자료: 전남대학교 제출자료 재구성 나. 창업교수의 약정 기부 관련 전남대학교 Q 등 12명은 와 같이 총장의 사전 허가를 받아 벤처기업 대표 등의 직무를 겸하였고, 겸직 기간 중 평균 보유 주식의 2% 등을 겸직이 만료되는 시점에 기부하겠다는 약정서를 제출하였다. 창업교수 겸직 현황 겸직일 약정서 내용 연번 직위 소속 성명 겸직 기관 직위 시작일 종료일 약정 기부 금액 제출 여부 1 교수 ▨▨ Q ▩ 대표이사 2021.07.24. 유가증권(주식) ○ 2 - - - - 공동대표 2021.07.02. 보유주식의 2% ○ 3 - - - - 대표이사 2021.10.01. 보유주식의 2% ○ 4 - - - - 대표이사 2021.01.20. 보유주식의 2% ○ 5 - - - - 대표이사 2020.01.22. 보유주식의 2% ○ 6 - - - - 대표 2021.01.18. 유가증권(주식) ○ 7 - - - - 대표이사 2021.11.26. 보유주식의 2% ○ 보유주식의 2% 8 - - - - 대표이사 보유주식의 2% 2020.04.01. 보유주식의 2% ○ 9 - - - - 대표이사 2022.04.01. 보유주식의 2% ○ 2020.03.27. 보유주식의 2% ○ 10 - - - - 대표이사 2024.04.12. 보유주식의 2% ○ 2019.12.26. 보유주식의 2% ○ 11 - - - - 대표이사 2021.12.26. 유가증권(주식) ○ 보유주식의 2% 12 - - - - 대표이사 2020.05.11. ○ 자료: 전남대학교 제출자료 재구성  관련 규정 및 약정서 내용과 달리 전남대학교 Q 등 7명은 과 같이 겸직 기간 만료 후 총 22,932천 원을 전남대학교 ■재단 이사장에게 기부하지 창업교수 기부 현황 기부 현황 기부 예정액(천원) 미기부액 연번 직위 소속 성명 겸직 기관 직위 (추정) 기부액(천원) 납부일 (천원) 1 교수 ▨▨ Q ▩ 대표이사 275 미납 - 275 2 - - - - 공동대표 1,570 미납 - 1,570 3 - - - - 대표이사 7,000 미납 - 7,000 4 - - - - 대표이사 보유 주식 없음 - - - - - 대표이사 500 미납 - 500 6 - - - - 대표 보유 주식 없음 - - - - - 대표이사 보유 주식 없음 - - - - - 대표이사 4,939 9 - - - - 대표이사 4,000 10 - - - - 대표이사 보유 주식 없음 - - - - - 대표이사 4,648 12 - - - - 대표이사 475,948 475,948 2024.5.2. - 자료: 전남대학교 제출자료 재구성 또한, 전남대학교 (▲처 및 ▶처) , 전남대학교 ♤단, 전남대학교 ■재단은 업무 분산 등의 이유로 창업교수의 약정 기부에 대해 종합적으로 관리하고 있지 않아 위 사실을 인지하지 못하고 있었다. 관계기관 의견 및 검토결과 ① 관계기관 의견 가. 교원의 겸직 허가 관련 전남대학교는 감사결과 지적사항을 수용하면서 반기별로 시행하는 겸직 현황 조사에서 관련 규정 등을 적극 안내하여 향후 동일한 사례가 발생하지 않도록 업무에 만전을 기하도록 하겠다고 답변하였고, 개인별 교원의 겸직 허가 관련 소명 사항은 와 같다. 겸직 사전 허가 관련 소명 사항 나. 창업교수의 약정 기부 관련 전남대학교는 감사결과 지적사항을 수용하면서 ｢ 전남대학교 교수창업지원규정｣ 개정을 통해 창업교수 기부금 관리 절차 등을 명확히 하여 운영하겠다고 답변 하였고, 개인별 창업교수의 약정 기부 관련 소명 사항은 와 같다. 창업교수 기부 관련 소명 사항 또한, 전남대학교 ■재단은 창업기업이 대부분 비상장 기업이기 때문에 창업 교수가 창업기업의 주식을 기부하는 경우 기본재산으로 편입 전 감정 평가 등의 절차 등을 거쳐야 하는 데 기부 주식의 가치보다 감정 평가 비용이 더 발생할 우려 등이 있으므로, 관련 법령 등에 근거하여 창업교수의 기부금을 안정적으로 활용 하기 위해서는 기부 형태를 현행 주식에서 기부 시점 주식 가치만큼의 현금으로 변경 하는 방안 등을 검토하여 전남대학교에 요청할 계획이라고 답변하였다. ② 검토결과 가. 교원의 겸직 허가 관련 전남대학교 P 등 11명은 해당 기관의 업무를 무급 봉사 활동으로 생각하여 겸직을 신청하지 못하였거나 임기 (4년) 보다 겸직 허가 기간 (2년) 이 짧아 임기 후반 2년에 대한 재허가를 놓쳤다는 등의 주장을 하였으나, ｢ 국가공무원법｣ 등 관련 법령 등에 규정된 사전 허가 없이 타 기관의 직무를 겸한 사실에는 변함이 없다. 다만, 보수를 받지 않고 해당 기관의 겸직 업무를 수행한 점은 처분 시 고려할 사항으로 판단된다. 창업교수의 약정 기부 관련 전남대학교 Q 등 11명의 창업교수가 겸직 만료 후 관련 규정 등에 규정된 겸직 기간 중 평균 보유 주식의 2% 등을 기부하지 않은 사실에는 변함이 없다. 다만, 주식을 보유하고 있는 창업교수 7명 모두 기부 의사를 밝힌 점, ▲처 (겸직) , ♤단 (창업) , ▶처 (ㅆ) , ■재단 (기부) 간 업무가 분산되어 있어 ㅆ 기부 관련 사항이 대학 차원에서 안내 및 관리가 미흡했던 점, ｢ 전남대학교 교수창업지원규정｣ 이 법령이 아닌 전남대학교 자체 규정인 점, 전남대학교가 위 규정의 개정을 통해 창업교수 기부금 관리 절차 등을 명확히 하겠다고 한 점 등은 처분 시 고려할 사항으로 판단된다. 조치할 사항 전남대학교 총장은 ① ｢ 국가공무원법｣ 등 관련 법령 등에 규정된 사전 허가 없이 타 기관의 직무를 겸한 P 등 11명에게 주의 조치하고, (주의) ② 향후 겸직 미허가 사례가 발생하지 않도록 관련 교육, 실태조사 등을 실시하는 한편 ｢ 전남대학교 교수창업지원규정｣ 정비 등을 통해 창업교수에 대한 기부금 관리 방안을 마련하여 시행하시기 바랍니다."
교직원 4대 폭력 예방교육 미이수," 전남대학교 소속 교직원 1,453명은 와 같이 2021년부터 2023년까지 4대 폭력 예방교육을 이수하지 않았다. 4대 폭력 예방교육 미이수 현황 연번 연도 대상 인원 이수 인원 미이수 인원 1 2021년도 3,538명 3,102명 436명 2 2022년도 3,690명 3,051명 639명 3 2023년도 3,449명 3,071명 378명 소계 10,677명 9,224명 1,453명 관계기관 의견 전남대학교는 감사결과 지적사항을 수용하면서 휴직·연구년·공로연수·퇴사 등 인력 변동으로 인해 4대 폭력 예방교육 미이수자가 발생하고 있지만, 향후 관련 부서와 협력하여 적극적인 참여를 독려하고, 온라인시스템에 접근하기 어려운 직군에 대해서는 직접 찾아가는 맞춤형 대면 교육 등을 적극 운영하겠다고 답변 조치할 사항 전남대학교 총장은 ① 향후 소속 교직원이 ｢ 양성평등기본법 시행령｣ 제20조 등에 따른 4대 폭력 예방 교육을 미이수하는 일이 없도록 해당 업무 관리를 철저히 하고, (기관경고) ② ▼센터가 4대 폭력 예방교육 이수율 제고 방안을 보완하여 시행하도록 조치 하시기 바랍니다. (통보) <별도조치(통보)>"
ㅁ 사업 퇴직자 연구비 환수 검토 소홀,"R 등 2명은 와 같이 ㅁ 사업에서 연구비 합계 40,639천 원 지원받은 후, 연구비 반납동의서도 제출하였으나 퇴직 후 각각 1년 11개월, 11개월 경과한 2024. 8월 감사일 현재까지 연구성과물을 제출하지 않았다. ㅁ사업 연구성과물 미제출 현황 (단위: 천원) 소속 연구성과물 연도 성명 과제명 회차 지원액 비고 (직급) 제출기한 자료: 전남대학교 제출자료 재구성 또한, 전남대학교는 R 등 2명이 연구성과물을 제출하지 않고 각각 퇴직하였는데도 지급된 연구비 (합계 40,639천 원) 전부 또는 일부 회수 여부를 ◀위원회를 거쳐 검토하지 않았다. 관계기관 의견 전남대학교는 감사결과 지적사항을 수용하면서 연구비 회수 여부를 검토하지 않은 사유에 대해서는 교원 인사 담당부서에서 R 등 2명이 퇴직한 이후, 연구 담당부서인 ◆과로 퇴직 관련 인사발령을 통보하여 연구성과물과 관련한 검토가 적절한 시기에 이루어지지 않았으나 이번 건은 ◀위원회 심의를 진행하여 후속 조치를 하겠다고 답변하였다. 또한, 향후 연구 담당부서와 인사 담당부서 간 교원 인사 변동 사항을 공유 하고 관련 업무를 협조함으로써 사업 운영 및 성과물 관리에 누락되는 사항이 없도록 만전을 기하겠다는 의견을 제시하였다. 조치할 사항 전남대학교 총장은 ① ㅁ 사업으로 지원받아 연구한 교원이 퇴직할 경우 연구비 환수 검토 등 연구 성과물 관리 업무를 철저히 하고, (기관주의) ② 향후 유사사례가 발생하지 않도록 교원 퇴직 전 인사 담당부서에서 관련 정보를 ◆과와 공유하는 등 적절한 방안을 마련하여 시행하시기 바랍니다."
ㅂ 사업 예산 집행 관리 소홀," 전남대학교는 ㅂ 사업 예산 및 계획서에 반영되지 않은 ㅂ 사업 타당성 조사 수수료 (용역비용) 1억 2천 7백만 원을 2021. &으로 집행 (자금 이체) 하였다. 관계기관 의견 전남대학교는 감사결과 지적사항을 수용하면서 타당성 조사 수수료는 ★센터와 지방 자치단체가 협의하여 결정한 것이고, ｢ 집행 및 관리 기준｣ 이 2021. 개정되어 사업비에서 타당성 조사 경비 집행이 가능하게 되었으며, 향후에는 관련 법령을 정확하게 숙지하여 사업추진에 차질이 없도록 노력하겠다고 답변하였다. 조치할 사항 전남대학교 총장은 ｢ 대학 재정지원사업 관리운영에 관한 규정｣ 등 관련 규정을 위반하여 집행업무를 소홀히 한 ⊙과 및 ★센터에 주의 조치하시기 바랍니다. (기관주의) <별도조치(통보)>"
