연번,지적사항,주요내용(요약),처분요구
1,수익용 기본재산 수익 관리 등 부적정 ◦,"- 학교법인 광동학원은 2017회계연도 수익용 기본재산의 연간수익총액이 기준 (153,760천원) 보다 60,089천원 부족한 93,671천원이며 수익총액 (93,671천원) 중 80%에 해당하는 74,937천원을 대학운영에 필요한 경비로 충당하여야 하는데도 54,936천원 부족한 20,000천원만 충당하는 등 【 붙임1 】 “연도별 수익용 기본재산 수익 및 대학운영경비 부담 현황”과 같이 2017회계연도와 2019회계연도에 수익용 기본재산의 연간수익총액이 기준 (322,579천원) 보다 ◦ 관련자 경고 (2명) ◦ 통보 - 수익용 기본재산 15건에 대하여 매 각 등...","【붙임1】 연도별 수익용 기본재산 수익 및 대학운영경비 부담 현황 구분 수익용 기본재산 연간수익 기준 수익용 기본재산 연간수익 총액 수익용 기본재산 기준대비 연간수익 부족액 (F-C) 대학 운영 경비 부담 기준액 (G= F*80%) 대학 운영 경비 충당액 (H) 대학 운영 경비 부담 기준 부족액 (H-G) 수익용 기본재산 평가액 (A) 저축성 수신 금리 (B) 기준 연간 수익 (C=A*B) 예금 이자 등 (D) 유가 증권 배당금 (E) 합계 (F= D+E) 2017 회계연도 10,389,227 1.48% 153,760 93,671 0 93,671 -60,089 74,937 20,000 -54,936 2018 회계연도 6,832,092 1.56% 106,580 105,160 2,100 107,260 680 85,808 0 -85,808 201…"
2,사학연금 법인부담금 등록금회계 집행 부적정 ◦,"- 국제사이버대학교는 2017회계연도 추경예산안에서 사학연금 법인부담금 중 비등록금회계에서 125,000,000원 부담하 는 것으로 편성한 후 실제 해당연도 결산기준 비등록 금회계 잉여금 (기타차기이월금) 이 622,074,750원 발생하여 사학연금 법인부담금을 집행할 여력이 있었음에도 비등 록금회계에서 60,156,450원만 부담하고 등록금회계에 서 19,844,650원을 집행하는 등【붙임】“사학연금 법인부 담금 등록금회계 집행 현황”과 같이 2017회계연도부터 2019회계연도까지 추경예산안에서 사학연금 법인부담금 으로 비등록금회계에서 합계 235,000,000원을...","【붙임】 사학연금 법인부담금 등록금회계 집행 현황 (단위: 원) 회계 연도 예산 결산 구 분 사학연금법인부담금 비등록금회계 사학연금법인부담금 납부 비등록금회계 운영 납부 총액 등록금 회계 비 등 록 금 회계 법 정 부 담 전입금 적립금 적립 차기 이월금 납부 총액 등록금 회계 비등록금 회계 법정부담 전입금 적립금 적립 기타차기 이월금 2017 본 125,002,000 2,000 125,000,000 - 5,000 - 80,001,100 19,844,650 60,156,450 20,000,000 1,300,000,000 622,074,750 추 경 167,000,000 42,000,000 125,000,000 20,000,000 1,300,003,000 - 2018 본 200,000,000 145,000,000 55,000,000 20,000…"
3,규정에 없는 수당 지급 ◦,"- 국제사이버대학교는 2018. 6.부터 2019. 5.까지 이사회 의결을 거쳐 따로 규칙으로 정하지 아니하고 A 결재만 으로 B에게 직무책임비 명목으로 수당 합계 1,200,000 원을 지급하는 등【붙임1】“직무책임비 부적정 지급 현황”과 같이 2018. 4.부터 2019. 5.까지 A 결재만으로 위 B 등 3명에게 보직자 직무책임비 명목으로 합계 1,856,666원을 지급한 사실이 있음 ◦ 관련자 경고 (4명) ◦ 시정(회수) - 이사회 의결을 거쳐 규칙으로 정하지 아니하 고 지급한 직무 책임비 1,856,666 원과 지급 대상 이 아닌 자에게 지급한 연구지 원비...","【붙임1】 직무책임비 부적정 지급 현황 (단위 : 원) * 활동일수 기준 일할 계산 회계연도 학부(과) 직위 교수명 지급기간 지급액 * 비고 2018 - - - 2018. 6. ~ 2019. 2. 900,000 - - - 2018. 4. ~ 2018. 5. 78,333 - - - 2018. 4. ~ 2019. 2. 528,333 소 계 1,506,666 2019 - - - 2019. 3. ~ 2019. 5. 300,000 - - - 2019. 3. 50,000 소 계 350,000 합 계 1,856,666 【붙임2】 연구지원비 부적정 지급 현황 (단위 : 원) 회계연도 직위 성명 지급기간 지급액 비고 2017 - - 2017. 3. ~ 2018. 2. 2,400,000 소 계 2,400,000 2018 - - 2018. 3. 78,572 -…"
